task_id,label,feat
9873,application_1758535431786_20056,"[268739, 62]"
9874,application_1758535431786_20031,"[4372697, 3150]"
9875,application_1758535431786_20051,"[254216, 145]"
9876,application_1758535431786_20057,"[191136, 64]"
9877,application_1758535431786_20033,"[2095806, 797]"
9878,application_1758535431786_20061,"[128957, 54]"
9879,application_1758535431786_20063,"[78716, 38]"
9880,application_1758535431786_20062,"[353888, 81]"
9881,application_1758535431786_20029,"[2178408, 930]"
9882,application_1758535431786_20058,"[1652113, 1162]"
9883,application_1758535431786_20065,"[358370, 81]"
9884,application_1758535431786_20027,"[999796, 419]"
9885,application_1758535431786_20055,"[1031354, 232]"
9886,application_1758535431786_20064,"[527906, 292]"
9887,application_1758535431786_20060,"[674112, 151]"
9888,application_1758535431786_20066,"[159516, 77]"
9889,application_1758535431786_20068,"[143946, 42]"
9890,application_1758535431786_19967,"[248368914, 295594]"
9891,application_1758535431786_20040,"[11160874, 4655]"
9892,application_1758535431786_20034,"[9278430, 6740]"
9893,application_1758535431786_20072,"[102362, 49]"
9894,application_1758535431786_20009,"[14913984, 10670]"
9895,application_1758535431786_20075,"[138116, 44]"
9896,application_1758535431786_20069,"[359422, 150]"
9897,application_1758535431786_20067,"[938018, 213]"
9898,application_1758535431786_20059,"[1234229, 281]"
9899,application_1758535431786_20079,"[110797, 27]"
9900,application_1758535431786_20082,"[280434, 63]"
9901,application_1758535431786_20076,"[5870469, 8741]"
9902,application_1758535431786_20071,"[2110979, 3330]"
9903,application_1758535431786_20080,"[119088, 57]"
9904,application_1758535431786_20084,"[182751, 77]"
9905,application_1758535431786_20077,"[3362602, 4816]"
9906,application_1758535431786_19992,"[74731290, 61282]"
9907,application_1758535431786_20085,"[693294, 260]"
9908,application_1758535431786_20078,"[7517292, 6178]"
9909,application_1758535431786_20086,"[425626, 96]"
9910,application_1758535431786_20073,"[2591656, 4101]"
9911,application_1758535431786_20074,"[1569642, 292]"
9912,application_1758535431786_20090,"[63364, 30]"
9913,application_1758535431786_20070,"[3131403, 1095]"
9914,application_1758535431786_20089,"[850026, 292]"
9915,application_1758535431786_20087,"[398874, 91]"
9916,application_1758535431786_20088,"[344319, 80]"
9917,application_1758535431786_20095,"[86923, 41]"
9918,application_1758535431786_20015,"[47322369, 18032]"
9919,application_1758535431786_20083,"[10161448, 4273]"
9920,application_1758535431786_20102,"[335520, 77]"
9921,application_1758535431786_20100,"[592166, 134]"
9922,application_1758535431786_20042,"[7036063, 2685]"
9923,application_1758535431786_20107,"[546341, 124]"
9924,application_1758535431786_20105,"[708092, 162]"
9925,application_1758535431786_20113,"[133073, 33]"
9926,application_1758535431786_20114,"[283459, 63]"
9927,application_1758535431786_20094,"[1487903, 635]"
9928,application_1758535431786_20101,"[33015699, 18545]"
9929,application_1758535431786_20117,"[970666, 367]"
9930,application_1758535431786_20121,"[1602128, 1140]"
9931,application_1758535431786_20116,"[708522, 161]"
9932,application_1758535431786_20081,"[15296777, 6384]"
9933,application_1758535431786_20091,"[10134276, 3910]"
9934,application_1758535431786_20130,"[541799, 124]"
9935,application_1758535431786_20125,"[1134650, 429]"
9936,application_1758535431786_20124,"[721480, 163]"
9937,application_1758535431786_20111,"[1649700, 1174]"
9938,application_1758535431786_20139,"[160659, 36]"
9939,application_1758535431786_20131,"[1436830, 326]"
9940,application_1758535431786_20108,"[2832909, 521]"
9941,application_1758535431786_20097,"[2811340, 634]"
9942,application_1758535431786_20119,"[2574083, 445]"
9943,application_1758535431786_20135,"[3994204, 852]"
9944,application_1758535431786_20140,"[920596, 212]"
9945,application_1758535431786_20122,"[2003591, 305]"
9946,application_1758535431786_20099,"[3002874, 678]"
9947,application_1758535431786_20134,"[33756275, 22903]"
9948,application_1758535431786_20138,"[1086223, 246]"
9949,application_1758535431786_20137,"[4813745, 3414]"
9950,application_1758535431786_20145,"[7797713, 2729]"
9951,application_1758535431786_20104,"[3091449, 696]"
9952,application_1758535431786_20115,"[8460688, 6039]"
9953,application_1758535431786_20132,"[2450149, 1047]"
9954,application_1758535431786_20146,"[75716, 36]"
9955,application_1758535431786_20106,"[3115445, 702]"
9956,application_1758535431786_20133,"[15612787, 12992]"
9957,application_1758535431786_20149,"[86916, 41]"
9958,application_1758535431786_20103,"[3457981, 779]"
9959,application_1758535431786_20152,"[225283, 50]"
9960,application_1758535431786_20142,"[5927398, 1977]"
9961,application_1758535431786_20098,"[3690345, 831]"
9962,application_1758535431786_20118,"[5422641, 1900]"
9963,application_1758535431786_20093,"[7371754, 2581]"
9964,application_1758535431786_20109,"[10410481, 2229]"
9965,application_1758535431786_20136,"[7484896, 5333]"
9966,application_1758535431786_20151,"[154566, 74]"
9967,application_1758535431786_20148,"[1349559, 567]"
9968,application_1758535431786_20141,"[1790135, 711]"
9969,application_1758535431786_20153,"[305925, 69]"
9970,application_1758535431786_20162,"[404319, 265]"
9971,application_1758535431786_20096,"[8870109, 3397]"
9972,application_1758535431786_20156,"[335908, 76]"
9973,application_1758535431786_20147,"[1037791, 201]"
9974,application_1758535431786_20161,"[86572, 42]"
9975,application_1758535431786_20160,"[262261, 95]"
9976,application_1758535431786_20165,"[73502, 35]"
9977,application_1758535431786_20164,"[254006, 58]"
9978,application_1758535431786_20167,"[77079, 36]"
9979,application_1758535431786_20172,"[77151, 82]"
9980,application_1758535431786_20159,"[903760, 361]"
9981,application_1758535431786_20171,"[250031, 83]"
9982,application_1758535431786_20163,"[980756, 388]"
9983,application_1758535431786_20175,"[205090, 73]"
9984,application_1758535431786_20174,"[477590, 108]"
9985,application_1758535431786_20144,"[5371373, 2049]"
9986,application_1758535431786_20177,"[161442, 38]"
9987,application_1758535431786_20178,"[160108, 38]"
9988,application_1758535431786_20168,"[925678, 361]"
9989,application_1758535431786_20176,"[216112, 49]"
9990,application_1758535431786_20170,"[256528, 184]"
9991,application_1758535431786_20181,"[981017, 369]"
9992,application_1758535431786_20187,"[107327, 25]"
9993,application_1758535431786_20157,"[2012371, 1176]"
9994,application_1758535431786_20154,"[2255992, 964]"
9995,application_1758535431786_20179,"[556420, 125]"
9996,application_1758535431786_20155,"[6658608, 2449]"
9997,application_1758535431786_20173,"[1633571, 621]"
9998,application_1758535431786_20189,"[194919, 44]"
9999,application_1758535431786_20186,"[393385, 90]"
10000,application_1758535431786_20182,"[396312, 90]"
10001,application_1758535431786_20190,"[542423, 203]"
10002,application_1758535431786_20194,"[247050, 57]"
10003,application_1758535431786_20180,"[449733, 188]"
10004,application_1758535431786_20126,"[20051164, 7755]"
10005,application_1758535431786_20197,"[61410, 29]"
10006,application_1758535431786_20196,"[228709, 51]"
10007,application_1758535431786_20205,"[116140, 27]"
10008,application_1758535431786_20201,"[205012, 45]"
10009,application_1758535431786_20202,"[177041, 40]"
10010,application_1758535431786_20198,"[319005, 73]"
10011,application_1758535431786_20207,"[179994, 41]"
10012,application_1758535431786_20166,"[10087583, 7319]"
10013,application_1758535431786_20204,"[980477, 371]"
10014,application_1758535431786_20188,"[804395, 483]"
10015,application_1758535431786_20120,"[36072737, 28195]"
10016,application_1758535431786_20208,"[456254, 300]"
10017,application_1758535431786_20199,"[991459, 224]"
10018,application_1758535431786_20206,"[3504497, 1297]"
10019,application_1758535431786_20123,"[178119279, 37953]"
10020,application_1758535431786_20203,"[344401, 167]"
10021,application_1758535431786_20184,"[2091040, 472]"
10022,application_1758535431786_20191,"[3661324, 1277]"
10023,application_1758535431786_20210,"[176414, 40]"
10024,application_1758535431786_20158,"[7363022, 2578]"
10025,application_1758535431786_20195,"[2312664, 988]"
10026,application_1758535431786_20213,"[324208, 73]"
10027,application_1758535431786_20192,"[17363398, 6611]"
10028,application_1758535431786_20200,"[811087, 340]"
10029,application_1758535431786_20183,"[47186839, 32377]"
10030,application_1758535431786_20218,"[205597, 47]"
10031,application_1758535431786_20220,"[228914, 51]"
10032,application_1758535431786_20209,"[6296897, 2626]"
10033,application_1758535431786_20185,"[31949314, 14789]"
10034,application_1758535431786_20143,"[7387466, 5848]"
10035,application_1758535431786_20211,"[996447, 225]"
10036,application_1758535431786_20212,"[1047915, 237]"
10037,application_1758535431786_20224,"[675096, 964]"
10038,application_1758535431786_20215,"[1538463, 583]"
10039,application_1758535431786_20127,"[76499077, 23165]"
10040,application_1758535431786_20214,"[1092109, 247]"
10041,application_1758535431786_20169,"[9822733, 3506]"
10042,application_1758535431786_20217,"[986941, 223]"
10043,application_1758535431786_20226,"[660766, 946]"
10044,application_1758535431786_20219,"[1010522, 228]"
10045,application_1758535431786_20229,"[104276, 24]"
10046,application_1758535431786_20221,"[573942, 240]"
10047,application_1758535431786_20227,"[164029, 70]"
10048,application_1758535431786_20222,"[4745919, 1699]"
10049,application_1758535431786_20228,"[765321, 288]"
10050,application_1758535431786_20231,"[193022, 43]"
10051,application_1758535431786_20216,"[2075033, 886]"
10052,application_1758535431786_20230,"[145897, 61]"
10053,application_1758535431786_20233,"[120416, 50]"
10054,application_1758535431786_20223,"[3518020, 776]"
10055,application_1758535431786_20193,"[4637841, 1046]"
10056,application_1758535431786_20234,"[225328, 71]"
10057,application_1758535431786_20225,"[1898093, 426]"
10058,application_1758535431786_20235,"[123022, 52]"
10059,application_1758535431786_20236,"[289933, 111]"
10060,application_1758535431786_20237,"[418834, 141]"
10061,application_1758535431786_20129,"[43073886, 77193]"
10062,application_1758535431786_20239,"[287068, 110]"
10063,application_1758535431786_20232,"[2110803, 902]"
10064,application_1758535431786_20238,"[2014406, 1320]"
10065,application_1758535431786_20112,"[21377849, 7511]"
10066,application_1758535431786_20241,"[321013, 125]"
10067,application_1758535431786_20243,"[363429, 82]"
10068,application_1758535431786_20249,"[167585, 61]"
10069,application_1758535431786_20258,"[224963, 51]"
10070,application_1758535431786_20257,"[903685, 342]"
10071,application_1758535431786_20261,"[182953, 106]"
10072,application_1758535431786_20242,"[2063918, 881]"
10073,application_1758535431786_20244,"[1154412, 261]"
10074,application_1758535431786_20255,"[2613064, 1843]"
10075,application_1758535431786_20247,"[1345760, 236]"
10076,application_1758535431786_20262,"[650781, 148]"
10077,application_1758535431786_20266,"[104605, 50]"
10078,application_1758535431786_20250,"[3548551, 2304]"
10079,application_1758535431786_20251,"[9197951, 6678]"
10080,application_1758535431786_20245,"[18653795, 27878]"
10081,application_1758535431786_20263,"[1774161, 758]"
10082,application_1758535431786_20252,"[26849663, 11363]"
10083,application_1758535431786_20128,"[25964233, 9917]"
10084,application_1758535431786_20269,"[1452020, 946]"
10085,application_1758535431786_20267,"[2474872, 1775]"
10086,application_1758535431786_20260,"[3044805, 687]"
10087,application_1758535431786_20240,"[10756087, 17786]"
10088,application_1758535431786_20259,"[3511273, 790]"
10089,application_1758535431786_20275,"[451145, 103]"
10090,application_1758535431786_20110,"[28218927, 10779]"
10091,application_1758535431786_20264,"[1391039, 678]"
10092,application_1758535431786_20253,"[17082649, 12411]"
10093,application_1758535431786_20279,"[288830, 65]"
10094,application_1758535431786_20278,"[461181, 143]"
10095,application_1758535431786_20272,"[2144808, 916]"
10096,application_1758535431786_20282,"[240465, 56]"
10097,application_1758535431786_20281,"[337428, 78]"
10098,application_1758535431786_20273,"[16879094, 8933]"
10099,application_1758535431786_20284,"[126626, 53]"
10100,application_1758535431786_20283,"[368514, 84]"
10101,application_1758535431786_20287,"[131413, 55]"
10102,application_1758535431786_20277,"[4434796, 3084]"
10103,application_1758535431786_20248,"[5518440, 1244]"
10104,application_1758535431786_20270,"[51943433, 44405]"
10105,application_1758535431786_20288,"[123897, 52]"
10106,application_1758535431786_20292,"[153871, 65]"
10107,application_1758535431786_20290,"[1636679, 576]"
10108,application_1758535431786_20286,"[2045226, 874]"
10109,application_1758535431786_20254,"[6448416, 1454]"
10110,application_1758535431786_20293,"[169473, 72]"
10111,application_1758535431786_20265,"[101465873, 86884]"
10112,application_1758535431786_20294,"[1147282, 399]"
10113,application_1758535431786_20291,"[49971737, 28083]"
10114,application_1758535431786_20298,"[948569, 607]"
10115,application_1758535431786_20285,"[3582772, 808]"
10116,application_1758535431786_20301,"[195509, 32]"
10117,application_1758535431786_20295,"[2040383, 872]"
10118,application_1758535431786_20310,"[602123, 227]"
10119,application_1758535431786_20309,"[626253, 143]"
10120,application_1758535431786_20312,"[164168, 97]"
10121,application_1758535431786_20315,"[265228, 60]"
10122,application_1758535431786_20311,"[361033, 81]"
10123,application_1758535431786_20313,"[464647, 104]"
10124,application_1758535431786_20314,"[674619, 279]"
10125,application_1758535431786_20271,"[6412449, 1444]"
10126,application_1758535431786_19954,"[60463305, 8437]"
10127,application_1758535431786_20305,"[1684811, 381]"
10128,application_1758535431786_20276,"[24331768, 19451]"
10129,application_1758535431786_20299,"[27530621, 11748]"
